Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
act_first_wormstory_89b2b92a	dictor	Чудовище выдержало все удары и не останавливалось, пока не появился Сын!	game/act_first.rpy	741	dictor "[what]"
act_first_wormstory_d69d5480	dictor	Спустя 7 месяцев, Бразилия	game/act_first.rpy	743	dictor "[what]"
act_first_wormstory_b014baa0	dictor	Новая атака существа. Мало что изменилось с прошлого раза. Множество смертей, бессилиен кейпов и военных.	game/act_first.rpy	745	dictor "[what]"
act_first_wormstory_8eb4167e	dictor	Лишь сын был способен загнать существо обратно под землю.	game/act_first.rpy	747	dictor "[what]"
act_first_wormstory_54019d4b	dictor	С легкой руки СМИ, освещавших атаку чудовища в прямом эфире, существо получило название.	game/act_first.rpy	749	dictor "[what]"
act_first_wormstory_1ad1af6f	dictor	ГУБИТЕЛЬ.	game/act_first.rpy	751	dictor "[what]"
act_first_wormstory_6e258ec4	dictor	1993 год	game/act_first.rpy	756	dictor "[what]"
act_first_wormstory_b414de70	dictor	Возникает Протекторат, на базе бывшего НАТО.	game/act_first.rpy	758	dictor "[what]"
act_first_wormstory_a48cb5b4	dictor	Главный принцип - подчинение кейпов человеческому правительству СКП - Служба Контроля Параугроз.	game/act_first.rpy	760	dictor "[what]"
act_first_wormstory_bd1c2d03	dictor	Теперь человечество могло видеть в значительной части кейпов героев, которые стоят на страже их безопасности.	game/act_first.rpy	762	dictor "[what]"
act_first_wormstory_d0bee6f1	dictor	Молодые кейпы объединялись в организацию Стражи под началом Протектората.	game/act_first.rpy	764	dictor "[what]"
act_first_wormstory_41d7fe50	dictor	1996, Япония	game/act_first.rpy	769	dictor "[what]"
act_first_wormstory_fdf5f9cc	dictor	Появление нового Губителя - Левиафана.	game/act_first.rpy	771	dictor "[what]"
act_first_wormstory_a45f7f32	dictor	Первый Губитель, в последствии, был назван Бегемот.	game/act_first.rpy	773	dictor "[what]"
act_first_wormstory_64d18ea8	dictor	Оба Губителя атакуют по-очереди с промежутком в 6-7 месяцев.	game/act_first.rpy	778	dictor "[what]"
act_first_wormstory_ce72e5e3	dictor	Протекторат научился реагировать на их появление, собирая подготовленные отряды из паралюдей.	game/act_first.rpy	780	dictor "[what]"
act_first_wormstory_10003427	dictor	Но реальность остаётся прежней - чудовищные потери среди гражданских и кейпов.	game/act_first.rpy	782	dictor "[what]"
act_first_wormstory_dd310b9c	dictor	До сих пор ни один из Губителей так и не был убит.	game/act_first.rpy	784	dictor "[what]"
act_first_wormstory_ccf920e9	dictor	Обязанность каждого кейпа, который вступает в Протекторат и Стражи осознавать риски и ответственность перед человечеством.	game/act_first.rpy	789	dictor "[what]"
act_first_wormstory_00d0abba	dictor	Губители, паралюди с чудовищными способностями, банды созданные суперзлодеями...	game/act_first.rpy	791	dictor "[what]"
act_first_wormstory_4c54a0ba	dictor	Мы обязаны показать миру, что...	game/act_first.rpy	793	dictor "[what]"
act_first_wormstory_968a4c0f	dictor	ВСЁ ПОД КОНТРОЛЕМ!	game/act_first.rpy	795	dictor "[what]"
act_first_wormstory_68af198d	dictor	ВСЁ ПОД КОНТРОЛЕМ!!	game/act_first.rpy	797	dictor "[what]"
act_first_wormstory_40e88413	dictor	ВСЁ П.. ...ТРОЛЕМ!!!	game/act_first.rpy	799	dictor "[what]"
act_first_wormstory_7a5a4759	dictor	ВСЁ ПОД.....	game/act_first.rpy	801	dictor "[what]"
act_first_wormstory_910dd800	me	Внезапно запись остановилась, видимо какая-то ошибка.	game/act_first.rpy	810	me "[what]"
act_first_wormstory_3820771a	me	...	game/act_first.rpy	812	me "[what]"
act_first_wormstory_368a092b	me	Для меня не было неожиданной информации.	game/act_first.rpy	814	me "[what]"
act_first_wormstory_cfbcab84	me	Всё это и так было на поверхности, хотя и не для большинства обывателей, которые живут в мире розовых пони.	game/act_first.rpy	816	me "[what]"
act_first_wormstory_1930fb4a	me	Но я только лишний раз убедилась, что уверена и готова, пусть и совсем не знаю, что мне делать в данный момент.	game/act_first.rpy	818	me "[what]"
act_first_wormstory_ec5dec37	me	Наверняка здесь я смогу найти ответы.	game/act_first.rpy	820	me "[what]"
act_first_wormstory_34c1a92c	me	Только сейчас нужно поспать.	game/act_first.rpy	822	me "[what]"
act_first_wormstory_d97553e0	me	Завтра меня ждёт знакомство с командой и куратором.	game/act_first.rpy	824	me "[what]"
act_first_wormstory_69c75fba	me	С этими мыслями я укрылась тёплым одеялом и практически мгновенно оказалась в мире снов.	game/act_first.rpy	826	me "[what]"
end_battle_1c68563c	me	Победа!	game/scripts/battle/battle.rpy	163	me "[what]"
end_battle_519371cb		Поражение.	game/scripts/battle/battle.rpy	169	"[what]"
worm_battle_test_a20cefa7		...	game/scripts/worm_battle/worm_battle_test.rpy	49	"[what]"
